"n","# swap() 
Calls","# swap() 
Calls/f(n)",,
,,"f(n) = n","f(n) = n^2","f(n) = n^3"
10,45721062,4572106.2,457210.62,45721.062
20,98107982,4905399.1,245269.955,12263.49775
30,153522280,5117409.33333333,170580.311111111,5686.0103703704
40,210173451,5254336.275,131358.406875,3283.960171875
50,265180908,5303618.16,106072.3632,2121.447264
60,319847373,5330789.55,88846.4925,1480.774875
"Description:","Linear","Log","Non-Zero Constant Asymptote","Zero Constant Asymptote"
